
6021|ssl|tcp|2|20160128000000013|20160128000000333|0|\N|DFN1M3N|MTYGG1|201.166.131.36|200.76.95.10|100.111.48.126|173.194.46.122|2123|2123|47966|443|527775837237|3340309428145633|4|4|8|290|223|513|0|0|0|0|0.070640|0.089478|0.000000|0.071671|0.082928|0.070419|1050.852783|84.410568|1135.263306|0.076677|1|\N|\N|0|internet.movistar.mx|\N|\N|1|0000063400000000|17511|4161|20160127211945228|security|334|03|0.000000|74|7|2|1|2|1|\N|20160127235553459|5|4|20160128000000013|20160128000000173|20160128000000250|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.223.208.198|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|https|tcp|2|20160127235956911|20160128000000369|0|\N|DFFPR3N|MTYGG1|201.166.131.6|200.76.95.12|100.120.87.205|66.220.155.226|2123|2123|34036|443|524475640121|3340307145124373|14|9|23|1605|501|2106|5|2|0|0|0.000902|0.129684|0.000000|0.552466|2.541431|3.307993|843.109436|1457.446655|2300.556152|0.405713|1|\N|\N|0|internet.movistar.mx|\N|\N|1|0000037400000000|22504|32592|20160127202320542|web applications|334|03|0.000000|2789|3704|2|1|2|1|\N|20160127213343864|17|13|20160127235956911|20160127235957061|20160127235957730|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.15.191.196|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|http browsing|tcp|2|20160127235959561|20160128000001014|0|\N|PUECL3N|MTYGG1|201.166.157.242|200.76.95.12|100.110.234.218|173.192.233.75|2123|2123|36209|80|529950603110|3340309096658473|5|5|10|641|380|1021|1|0|0|0|0.002405|1.207570|0.119721|0.010393|0.089399|0.001615|230959.765625|1744.985962|232704.750000|0.045507|1|HTTP-200-1|http://api.geo.kontagent.net/api/v1/f1a856c929e24ee599f142232266ed72/cpu/?os=android_19&v_maj=2.7.nfb.npu&d=HUAWEI+Y625-U13&ts=1453939067&s=8742879988686773745&c=Movistar&kt_v=a1.4.6&data=eyJidWlsZF9udW1iZXIiOjExMDY2MTF9%0A&m=HUAWEI|0|internet.movistar.mx|api.geo.kontagent.net|an/1.3.1 (http://loopj.com/android-async-http)|1|0000047400000000|27501|31221|20160127233854078|web applications|334|03|0.000000|373|156|2|1|2|1|text/plain|20160127235954263|6|6|20160127235959561|20160128000000803|20160128000000922|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.15.239.169|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|\N|tcp|2|20160127235951889|20160128000001349|0|\N|DFN1M3N|MTYGG1|201.166.131.34|200.76.95.7|184.172.120.120|100.126.194.208|2123|2123|5222|46385|525509195065|3340306810765773|2|2|4|120|158|278|0|0|0|0|0.000000|0.000000|0.000000|9.297418|0.000000|0.000000|0.000000|0.000000|0.000000|9.297418|1|\N|\N|0|internet.movistar.mx|\N|\N|2|0000077400000000|9031|363|20160127213937613|other|334|03|0.000000|0|0|2|1|2|1|\N|20160127235806332|2|3|20160127235951889|\N|20160128000001349|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|0|201.166.131.55|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|\N|tcp|2|20160127235943749|20160128000001533|0|\N|MTYCO3N|MTYGG1|200.76.95.2|200.76.95.5|10.47.20.14|31.13.73.40|2123|2123|50202|443|528650800176|3340308958374973|5|8|13|296|796|1092|0|1|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0|\N|\N|0|internet.virginmobile.mx|\N|\N|1|0000097400000000|19505|30548|20160127235806244|other|334|03|0.000000|0|0|2|3|2|3|\N|20160127235954457|6|8|20160127235943749|\N|\N|\N|\N|\N|8192|8192|8192|8192|4|4|8192|8192|8192|8192|\N|\N|1|10.15.143.202|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|\N|tcp|2|20160127235943467|20160128000001533|0|\N|MTYCO3N|MTYGG1|200.76.95.2|200.76.95.5|10.47.20.14|31.13.73.40|2123|2123|50214|443|528650800176|3340308958374973|5|7|12|296|668|964|0|1|0|0|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0.000000|0|\N|\N|0|internet.virginmobile.mx|\N|\N|1|0000097400000000|19505|30548|20160127235806244|other|334|03|0.000000|0|0|2|3|2|3|\N|20160127235954457|6|7|20160127235943467|\N|\N|\N|\N|\N|8192|8192|8192|8192|4|4|8192|8192|8192|8192|\N|\N|1|10.15.143.202|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|https|tcp|2|20160128000000971|20160128000001541|0|\N|DFFPR3N|MTYGG1|201.166.131.2|200.76.95.12|100.122.189.74|23.67.241.190|2123|2123|58258|443|525545426996|3340306645740033|13|10|23|1492|3010|4502|0|3|0|0|0.001173|0.088898|0.000000|0.075736|0.127209|0.300620|2870.733887|32277.591797|35148.324219|0.083227|1|\N|\N|0|internet.movistar.mx|api.weather.com|\N|1|0000003400000000|9516|60113|20160127220136953|web applications|334|03|0.000000|863|4106|2|1|2|1|\N|20160127220137811|16|11|20160128000000971|20160128000001091|20160128000001404|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.223.162.141|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|google|tcp|2|20160127235945219|20160128000001564|0|\N|DFN1M3N|MTYGG1|201.166.131.56|200.76.95.10|100.119.67.163|216.58.219.106|2123|2123|46199|443|527746234418|3340309427477473|8|7|15|739|539|1278|0|0|0|0|0.059030|5.330885|0.000000|0.058822|10.320424|0.058822|3672.095459|14.631182|3686.726563|0.058822|1|\N|\N|0|internet.movistar.mx|\N|\N|1|0000047400000000|13508|35903|20160127235721149|web applications|334|03|0.000000|216|151|2|1|2|1|\N|20160127235934528|6|7|20160127235945219|20160127235951183|20160127235951243|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.223.43.69|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|facebook|tcp|2|20160127235942579|20160128000002248|0|\N|DFN1M3N|MTYGG1|201.166.131.54|200.76.95.12|100.101.169.1|31.13.73.1|2123|2123|37346|443|525512404838|3340308085960233|5|11|16|2400|1718|4118|0|0|3|5|0.000000|0.000000|0.000000|0.042347|0.000000|0.000000|0.000000|0.000000|0.000000|0.042347|1|\N|\N|0|internet.movistar.mx|graph.facebook.com|\N|1|0000023400000000|9539|8182|20160127235732853|web applications|334|03|0.000000|0|0|2|1|2|1|\N|20160127235733769|5|12|20160127235942579|20160127235944669|20160127235942621|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.223.189.14|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
6021|https|tcp|2|20160128000001921|20160128000002281|0|\N|DFFPR3N|MTYGG1|201.166.131.2|200.76.95.12|100.122.189.74|23.67.241.190|2123|2123|58259|443|525545426996|3340306645740033|11|8|19|1399|4563|5962|0|0|0|0|0.000000|0.000000|0.000000|0.057569|0.296712|0.109921|4803.449707|13976.515625|18779.964844|0.066346|1|\N|\N|0|internet.movistar.mx|api.weather.com|\N|1|0000003400000000|9516|60113|20160127220136953|web applications|334|03|0.000000|528|4147|2|1|2|1|\N|20160127220137811|13|10|20160128000001921|20160128000002061|20160128000001974|\N|\N|\N|8192|8192|8192|8192|4|4|1|1|1|1|\N|\N|1|10.223.162.141|\N|\N|\N|\N|\N|\N|\N|\N|\N|201804050000|0
